Scan No ,Date,Time,RAW VALUE ,CALIBRATED VALUE
1,7/5/23, 16:10:00,13047,863.9
2,7/5/23, 16:20:00,12715,841.9
3,7/5/23, 16:30:00,11405,755.2
4,7/5/23, 16:40:00,10535,697.6
5,7/5/23, 16:50:00,9681,641
6,7/5/23, 17:00:00,9267,613.6
7,7/5/23, 17:10:00,8706,576.5
8,7/5/23, 17:20:00,8003,529.9
9,7/5/23, 17:30:00,7088,469.3
10,7/5/23, 17:40:00,6245,413.5
11,7/5/23, 17:50:00,3679,243.6
12,7/5/23, 18:00:00,4985,330.1
13,7/5/23, 18:10:00,3654,241.9
14,7/5/23, 18:20:00,2564,169.8
15,7/5/23, 18:30:00,1910,126.5
16,7/5/23, 18:40:00,1573,104.2
17,7/5/23, 18:50:00,1092,72.3
18,7/5/23, 19:00:00,899,59.5
19,7/5/23, 19:10:00,1011,66.9
20,7/5/23, 19:20:00,837,55.4
21,7/5/23, 19:30:00,505,33.4
22,7/5/23, 19:40:00,321,21.3
23,7/5/23, 19:50:00,165,10.9
24,7/5/23, 20:00:00,79,5.2
25,7/5/23, 20:10:00,30,2
26,7/5/23, 20:20:00,6,0.4
27,7/5/23, 20:30:00,0,0
28,7/5/23, 20:40:00,0,0
29,7/5/23, 20:50:00,0,0
30,7/5/23, 21:00:00,0,0
31,7/5/23, 21:10:00,0,0
32,7/5/23, 21:20:00,0,0
33,7/5/23, 21:30:00,0,0
34,7/5/23, 21:40:00,0,0
35,7/5/23, 21:50:00,0,0
36,7/5/23, 22:00:00,0,0
37,7/5/23, 22:10:00,0,0
38,7/5/23, 22:20:00,0,0
39,7/5/23, 22:30:00,0,0
40,7/5/23, 22:40:00,0,0
41,7/5/23, 22:50:00,0,0
42,7/5/23, 23:00:00,0,0
43,7/5/23, 23:10:00,0,0
44,7/5/23, 23:20:00,0,0
45,7/5/23, 23:30:00,0,0
46,7/5/23, 23:40:00,0,0
47,7/5/23, 23:50:00,0,0
48,7/5/23, 24:00:00,0,0
49,8/5/23, 00:10:00,0,0
50,8/5/23, 00:20:00,0,0
51,8/5/23, 00:30:00,0,0
52,8/5/23, 00:40:00,0,0
53,8/5/23, 00:50:00,0,0
54,8/5/23, 01:00:00,0,0
55,8/5/23, 01:10:00,0,0
56,8/5/23, 01:20:00,0,0
57,8/5/23, 01:30:00,0,0
58,8/5/23, 01:40:00,0,0
59,8/5/23, 01:50:00,0,0
60,8/5/23, 02:00:00,0,0
61,8/5/23, 02:10:00,0,0
62,8/5/23, 02:20:00,0,0
63,8/5/23, 02:30:00,0,0
64,8/5/23, 02:40:00,0,0
65,8/5/23, 02:50:00,0,0
66,8/5/23, 03:00:00,0,0
67,8/5/23, 03:10:00,0,0
68,8/5/23, 03:20:00,0,0
69,8/5/23, 03:30:00,0,0
70,8/5/23, 03:40:00,0,0
71,8/5/23, 03:50:00,0,0
72,8/5/23, 04:00:00,0,0
73,8/5/23, 04:10:00,0,0
74,8/5/23, 04:20:00,0,0
75,8/5/23, 04:30:00,0,0
76,8/5/23, 04:40:00,0,0
77,8/5/23, 04:50:00,0,0
78,8/5/23, 05:00:00,0,0
79,8/5/23, 05:10:00,0,0
80,8/5/23, 05:20:00,0,0
81,8/5/23, 05:30:00,0,0
82,8/5/23, 05:40:00,0,0
83,8/5/23, 05:50:00,0,0
84,8/5/23, 06:00:00,0,0
85,8/5/23, 06:10:00,1,0.1
86,8/5/23, 06:20:00,6,0.4
87,8/5/23, 06:30:00,20,1.3
88,8/5/23, 06:40:00,32,2.1
89,8/5/23, 06:50:00,41,2.7
90,8/5/23, 07:00:00,56,3.7
91,8/5/23, 07:10:00,74,4.9
92,8/5/23, 07:20:00,95,6.3
93,8/5/23, 07:30:00,116,7.7
94,8/5/23, 07:40:00,149,9.9
95,8/5/23, 07:50:00,161,10.7
96,8/5/23, 08:00:00,193,12.8
97,8/5/23, 08:10:00,206,13.6
98,8/5/23, 08:20:00,198,13.1
99,8/5/23, 08:30:00,193,12.8
100,8/5/23, 08:40:00,210,13.9
101,8/5/23, 08:50:00,241,16
102,8/5/23, 09:00:00,236,15.6
103,8/5/23, 09:10:00,248,16.4
104,8/5/23, 09:20:00,302,20
105,8/5/23, 09:30:00,317,21
106,8/5/23, 09:40:00,307,20.3
107,8/5/23, 09:50:00,337,22.3
108,8/5/23, 10:00:00,403,26.7
109,8/5/23, 10:10:00,401,26.6
110,8/5/23, 10:20:00,413,27.3
111,8/5/23, 10:30:00,423,28
112,8/5/23, 10:40:00,384,25.4
113,8/5/23, 10:50:00,283,18.7
114,8/5/23, 11:00:00,438,29
115,8/5/23, 11:10:00,441,29.2
116,8/5/23, 11:20:00,566,37.5
117,8/5/23, 11:30:00,689,45.6
118,8/5/23, 11:40:00,625,41.4
119,8/5/23, 11:50:00,516,34.2
120,8/5/23, 12:00:00,436,28.9
121,8/5/23, 12:10:00,511,33.8
122,8/5/23, 12:20:00,469,31.1
123,8/5/23, 12:30:00,549,36.4
124,8/5/23, 12:40:00,669,44.3
125,8/5/23, 12:50:00,827,54.8
126,8/5/23, 13:00:00,835,55.3
127,8/5/23, 13:10:00,755,50
128,8/5/23, 13:20:00,693,45.9
129,8/5/23, 13:30:00,533,35.3
130,8/5/23, 13:40:00,363,24
131,8/5/23, 13:50:00,368,24.4
132,8/5/23, 14:00:00,472,31.3
133,8/5/23, 14:10:00,511,33.8
134,8/5/23, 14:20:00,517,34.2
135,8/5/23, 14:30:00,661,43.8
136,8/5/23, 14:40:00,773,51.2
137,8/5/23, 14:50:00,567,37.5
138,8/5/23, 15:00:00,493,32.6
139,8/5/23, 15:10:00,503,33.3
140,8/5/23, 15:20:00,614,40.7
141,8/5/23, 15:30:00,624,41.3
142,8/5/23, 15:40:00,595,39.4
143,8/5/23, 15:50:00,661,43.8
144,8/5/23, 16:00:00,823,54.5
145,8/5/23, 16:10:00,1026,67.9
146,8/5/23, 16:20:00,749,49.6
147,8/5/23, 16:30:00,370,24.5
148,8/5/23, 16:40:00,246,16.3
149,8/5/23, 16:50:00,347,23
150,8/5/23, 17:00:00,366,24.2
151,8/5/23, 17:10:00,403,26.7
152,8/5/23, 17:20:00,354,23.4
153,8/5/23, 17:30:00,394,26.1
154,8/5/23, 17:40:00,353,23.4
155,8/5/23, 17:50:00,344,22.8
156,8/5/23, 18:00:00,316,20.9
157,8/5/23, 18:10:00,287,19
158,8/5/23, 18:20:00,263,17.4
159,8/5/23, 18:30:00,231,15.3
160,8/5/23, 18:40:00,311,20.6
161,8/5/23, 18:50:00,298,19.7
162,8/5/23, 19:00:00,227,15
163,8/5/23, 19:10:00,180,11.9
164,8/5/23, 19:20:00,123,8.1
165,8/5/23, 19:30:00,80,5.3
166,8/5/23, 19:40:00,71,4.7
167,8/5/23, 19:50:00,39,2.6
168,8/5/23, 20:00:00,10,0.7
169,8/5/23, 20:10:00,1,0.1
170,8/5/23, 20:20:00,0,0
171,8/5/23, 20:30:00,0,0
172,8/5/23, 20:40:00,0,0
173,8/5/23, 20:50:00,0,0
174,8/5/23, 21:00:00,0,0
175,8/5/23, 21:10:00,0,0
176,8/5/23, 21:20:00,0,0
177,8/5/23, 21:30:00,0,0
178,8/5/23, 21:40:00,0,0
179,8/5/23, 21:50:00,0,0
180,8/5/23, 22:00:00,0,0
181,8/5/23, 22:10:00,0,0
182,8/5/23, 22:20:00,0,0
183,8/5/23, 22:30:00,0,0
184,8/5/23, 22:40:00,0,0
185,8/5/23, 22:50:00,0,0
186,8/5/23, 23:00:00,0,0
187,8/5/23, 23:10:00,0,0
188,8/5/23, 23:20:00,0,0
189,8/5/23, 23:30:00,0,0
190,8/5/23, 23:40:00,0,0
191,8/5/23, 23:50:00,0,0
192,8/5/23, 24:00:00,0,0
193,9/5/23, 00:10:00,0,0
194,9/5/23, 00:20:00,0,0
195,9/5/23, 00:30:00,0,0
196,9/5/23, 00:40:00,0,0
197,9/5/23, 00:50:00,0,0
198,9/5/23, 01:00:00,0,0
199,9/5/23, 01:10:00,0,0
200,9/5/23, 01:20:00,0,0
201,9/5/23, 01:30:00,0,0
202,9/5/23, 01:40:00,0,0
203,9/5/23, 01:50:00,0,0
204,9/5/23, 02:00:00,0,0
205,9/5/23, 02:10:00,0,0
206,9/5/23, 02:20:00,0,0
207,9/5/23, 02:30:00,0,0
208,9/5/23, 02:40:00,0,0
209,9/5/23, 02:50:00,0,0
210,9/5/23, 03:00:00,0,0
211,9/5/23, 03:10:00,0,0
212,9/5/23, 03:20:00,0,0
213,9/5/23, 03:30:00,0,0
214,9/5/23, 03:40:00,0,0
215,9/5/23, 03:50:00,0,0
216,9/5/23, 04:00:00,0,0
217,9/5/23, 04:10:00,0,0
218,9/5/23, 04:20:00,0,0
219,9/5/23, 04:30:00,0,0
220,9/5/23, 04:40:00,0,0
221,9/5/23, 04:50:00,0,0
222,9/5/23, 05:00:00,0,0
223,9/5/23, 05:10:00,0,0
224,9/5/23, 05:20:00,0,0
225,9/5/23, 05:30:00,0,0
226,9/5/23, 05:40:00,0,0
227,9/5/23, 05:50:00,0,0
228,9/5/23, 06:00:00,0,0
229,9/5/23, 06:10:00,10,0.7
230,9/5/23, 06:20:00,24,1.6
231,9/5/23, 06:30:00,45,3
232,9/5/23, 06:40:00,71,4.7
233,9/5/23, 06:50:00,96,6.4
234,9/5/23, 07:00:00,118,7.8
235,9/5/23, 07:10:00,149,9.9
236,9/5/23, 07:20:00,319,21.1
237,9/5/23, 07:30:00,388,25.7
238,9/5/23, 07:40:00,464,30.7
239,9/5/23, 07:50:00,407,26.9
240,9/5/23, 08:00:00,387,25.6
241,9/5/23, 08:10:00,342,22.6
242,9/5/23, 08:20:00,427,28.3
243,9/5/23, 08:30:00,500,33.1
244,9/5/23, 08:40:00,628,41.6
245,9/5/23, 08:50:00,697,46.2
246,9/5/23, 09:00:00,655,43.4
247,9/5/23, 09:10:00,598,39.6
248,9/5/23, 09:20:00,548,36.3
249,9/5/23, 09:30:00,506,33.5
250,9/5/23, 09:40:00,519,34.4
251,9/5/23, 09:50:00,653,43.2
252,9/5/23, 10:00:00,872,57.7
253,9/5/23, 10:10:00,964,63.8
254,9/5/23, 10:20:00,1244,82.4
255,9/5/23, 10:30:00,1360,90.1
256,9/5/23, 10:40:00,1475,97.7
257,9/5/23, 10:50:00,1634,108.2
258,9/5/23, 11:00:00,1407,93.2
259,9/5/23, 11:10:00,1409,93.3
260,9/5/23, 11:20:00,1628,107.8
261,9/5/23, 11:30:00,1764,116.8
262,9/5/23, 11:40:00,1871,123.9
263,9/5/23, 11:50:00,1907,126.3
264,9/5/23, 12:00:00,1789,118.5
265,9/5/23, 12:10:00,1569,103.9
266,9/5/23, 12:20:00,1598,105.8
267,9/5/23, 12:30:00,1661,110
268,9/5/23, 12:40:00,1764,116.8
269,9/5/23, 12:50:00,1977,130.9
270,9/5/23, 13:00:00,1998,132.3
271,9/5/23, 13:10:00,2163,143.2
272,9/5/23, 13:20:00,2226,147.4
273,9/5/23, 13:30:00,2196,145.4
274,9/5/23, 13:40:00,2089,138.3
275,9/5/23, 13:50:00,1373,90.9
276,9/5/23, 14:00:00,1343,88.9
277,9/5/23, 14:10:00,1549,102.6
278,9/5/23, 14:20:00,1613,106.8
279,9/5/23, 14:30:00,1726,114.3
280,9/5/23, 14:40:00,1703,112.8
281,9/5/23, 14:50:00,2091,138.5
282,9/5/23, 15:00:00,2977,197.1
283,9/5/23, 15:10:00,3342,221.3
284,9/5/23, 15:20:00,2632,174.3
285,9/5/23, 15:30:00,3180,210.6
286,9/5/23, 15:40:00,2622,173.6
287,9/5/23, 15:50:00,1777,117.7
288,9/5/23, 16:00:00,1547,102.4
289,9/5/23, 16:10:00,1376,91.1
290,9/5/23, 16:20:00,1770,117.2
291,9/5/23, 16:30:00,1409,93.3
292,9/5/23, 16:40:00,1630,107.9
293,9/5/23, 16:50:00,3999,264.8
294,9/5/23, 17:00:00,3130,207.3
295,9/5/23, 17:10:00,2923,193.5
296,9/5/23, 17:20:00,3311,219.2
297,9/5/23, 17:30:00,4308,285.3
298,9/5/23, 17:40:00,3442,227.9
299,9/5/23, 17:50:00,2818,186.6
300,9/5/23, 18:00:00,2604,172.4
301,9/5/23, 18:10:00,1929,127.7
302,9/5/23, 18:20:00,755,50
303,9/5/23, 18:30:00,524,34.7
304,9/5/23, 18:40:00,415,27.5
305,9/5/23, 18:50:00,331,21.9
306,9/5/23, 19:00:00,339,22.4
307,9/5/23, 19:10:00,384,25.4
308,9/5/23, 19:20:00,530,35.1
309,9/5/23, 19:30:00,472,31.3
310,9/5/23, 19:40:00,349,23.1
311,9/5/23, 19:50:00,159,10.5
312,9/5/23, 20:00:00,81,5.4
313,9/5/23, 20:10:00,27,1.8
314,9/5/23, 20:20:00,5,0.3
315,9/5/23, 20:30:00,1,0.1
316,9/5/23, 20:40:00,0,0
317,9/5/23, 20:50:00,0,0
318,9/5/23, 21:00:00,0,0
319,9/5/23, 21:10:00,0,0
320,9/5/23, 21:20:00,0,0
321,9/5/23, 21:30:00,0,0
322,9/5/23, 21:40:00,0,0
323,9/5/23, 21:50:00,0,0
324,9/5/23, 22:00:00,0,0
325,9/5/23, 22:10:00,0,0
326,9/5/23, 22:20:00,0,0
327,9/5/23, 22:30:00,0,0
328,9/5/23, 22:40:00,0,0
329,9/5/23, 22:50:00,0,0
330,9/5/23, 23:00:00,0,0
331,9/5/23, 23:10:00,0,0
332,9/5/23, 23:20:00,0,0
333,9/5/23, 23:30:00,0,0
334,9/5/23, 23:40:00,0,0
335,9/5/23, 23:50:00,0,0
336,9/5/23, 24:00:00,0,0
337,10/5/23, 00:10:00,0,0
338,10/5/23, 00:20:00,0,0
339,10/5/23, 00:30:00,0,0
340,10/5/23, 00:40:00,0,0
341,10/5/23, 00:50:00,0,0
342,10/5/23, 01:00:00,0,0
343,10/5/23, 01:10:00,0,0
344,10/5/23, 01:20:00,0,0
345,10/5/23, 01:30:00,0,0
346,10/5/23, 01:40:00,0,0
347,10/5/23, 01:50:00,0,0
348,10/5/23, 02:00:00,0,0
349,10/5/23, 02:10:00,0,0
350,10/5/23, 02:20:00,0,0
351,10/5/23, 02:30:00,0,0
352,10/5/23, 02:40:00,0,0
353,10/5/23, 02:50:00,0,0
354,10/5/23, 03:00:00,0,0
355,10/5/23, 03:10:00,0,0
356,10/5/23, 03:20:00,0,0
357,10/5/23, 03:30:00,0,0
358,10/5/23, 03:40:00,0,0
359,10/5/23, 03:50:00,0,0
360,10/5/23, 04:00:00,0,0
361,10/5/23, 04:10:00,0,0
362,10/5/23, 04:20:00,0,0
363,10/5/23, 04:30:00,0,0
364,10/5/23, 04:40:00,0,0
365,10/5/23, 04:50:00,0,0
366,10/5/23, 05:00:00,0,0
367,10/5/23, 05:10:00,0,0
368,10/5/23, 05:20:00,0,0
369,10/5/23, 05:30:00,0,0
370,10/5/23, 05:40:00,0,0
371,10/5/23, 05:50:00,0,0
372,10/5/23, 06:00:00,4,0.3
373,10/5/23, 06:10:00,13,0.9
374,10/5/23, 06:20:00,15,1
375,10/5/23, 06:30:00,10,0.7
376,10/5/23, 06:40:00,49,3.2
377,10/5/23, 06:50:00,102,6.8
378,10/5/23, 07:00:00,129,8.5
379,10/5/23, 07:10:00,133,8.8
380,10/5/23, 07:20:00,139,9.2
381,10/5/23, 07:30:00,139,9.2
382,10/5/23, 07:40:00,184,12.2
383,10/5/23, 07:50:00,219,14.5
384,10/5/23, 08:00:00,133,8.8
385,10/5/23, 08:10:00,88,5.8
386,10/5/23, 08:20:00,221,14.6
387,10/5/23, 08:30:00,219,14.5
388,10/5/23, 08:40:00,346,22.9
389,10/5/23, 08:50:00,511,33.8
390,10/5/23, 09:00:00,599,39.7
391,10/5/23, 09:10:00,717,47.5
392,10/5/23, 09:20:00,707,46.8
393,10/5/23, 09:30:00,574,38
394,10/5/23, 09:40:00,402,26.6
395,10/5/23, 09:50:00,372,24.6
396,10/5/23, 10:00:00,295,19.5
397,10/5/23, 10:10:00,516,34.2
398,10/5/23, 10:20:00,561,37.1
399,10/5/23, 10:30:00,481,31.8
400,10/5/23, 10:40:00,387,25.6
401,10/5/23, 10:50:00,769,50.9
402,10/5/23, 11:00:00,530,35.1
403,10/5/23, 11:10:00,431,28.5
404,10/5/23, 11:20:00,527,34.9
405,10/5/23, 11:30:00,795,52.6
406,10/5/23, 11:40:00,387,25.6
407,10/5/23, 11:50:00,178,11.8
408,10/5/23, 12:00:00,188,12.4
409,10/5/23, 12:10:00,229,15.2
410,10/5/23, 12:20:00,395,26.2
411,10/5/23, 12:30:00,298,19.7
412,10/5/23, 12:40:00,482,31.9
413,10/5/23, 12:50:00,475,31.5
414,10/5/23, 13:00:00,778,51.5
415,10/5/23, 13:10:00,1158,76.7
416,10/5/23, 13:20:00,1432,94.8
417,10/5/23, 13:30:00,1583,104.8
418,10/5/23, 13:40:00,1981,131.2
419,10/5/23, 13:50:00,2059,136.3
420,10/5/23, 14:00:00,2047,135.5
421,10/5/23, 14:10:00,1640,108.6
422,10/5/23, 14:20:00,1065,70.5
423,10/5/23, 14:30:00,1305,86.4
424,10/5/23, 14:40:00,1212,80.3
425,10/5/23, 14:50:00,1293,85.6
426,10/5/23, 15:00:00,1518,100.5
427,10/5/23, 15:10:00,1949,129.1
428,10/5/23, 15:20:00,2046,135.5
429,10/5/23, 15:30:00,1321,87.5
430,10/5/23, 15:40:00,726,48.1
431,10/5/23, 15:50:00,480,31.8
432,10/5/23, 16:00:00,753,49.9
433,10/5/23, 16:10:00,739,48.9
434,10/5/23, 16:20:00,521,34.5
435,10/5/23, 16:30:00,422,27.9
436,10/5/23, 16:40:00,317,21
437,10/5/23, 16:50:00,540,35.8
438,10/5/23, 17:00:00,675,44.7
439,10/5/23, 17:10:00,653,43.2
440,10/5/23, 17:20:00,815,54
441,10/5/23, 17:30:00,1096,72.6
442,10/5/23, 17:40:00,1130,74.8
443,10/5/23, 17:50:00,1130,74.8
444,10/5/23, 18:00:00,1055,69.9
445,10/5/23, 18:10:00,1058,70.1
446,10/5/23, 18:20:00,1131,74.9
447,10/5/23, 18:30:00,1066,70.6
448,10/5/23, 18:40:00,1044,69.1
449,10/5/23, 18:50:00,960,63.6
450,10/5/23, 19:00:00,935,61.9
451,10/5/23, 19:10:00,955,63.2
452,10/5/23, 19:20:00,1320,87.4
453,10/5/23, 19:30:00,984,65.2
454,10/5/23, 19:40:00,524,34.7
455,10/5/23, 19:50:00,297,19.7
456,10/5/23, 20:00:00,149,9.9
457,10/5/23, 20:10:00,76,5
458,10/5/23, 20:20:00,31,2.1
459,10/5/23, 20:30:00,4,0.3
460,10/5/23, 20:40:00,0,0
461,10/5/23, 20:50:00,0,0
462,10/5/23, 21:00:00,0,0
463,10/5/23, 21:10:00,0,0
464,10/5/23, 21:20:00,0,0
465,10/5/23, 21:30:00,0,0
466,10/5/23, 21:40:00,0,0
467,10/5/23, 21:50:00,0,0
468,10/5/23, 22:00:00,0,0
469,10/5/23, 22:10:00,0,0
470,10/5/23, 22:20:00,0,0
471,10/5/23, 22:30:00,0,0
472,10/5/23, 22:40:00,0,0
473,10/5/23, 22:50:00,0,0
474,10/5/23, 23:00:00,0,0
475,10/5/23, 23:10:00,0,0
476,10/5/23, 23:20:00,0,0
477,10/5/23, 23:30:00,0,0
478,10/5/23, 23:40:00,0,0
479,10/5/23, 23:50:00,0,0
480,10/5/23, 24:00:00,0,0
481,11/5/23, 00:10:00,0,0
482,11/5/23, 00:20:00,0,0
483,11/5/23, 00:30:00,0,0
484,11/5/23, 00:40:00,0,0
485,11/5/23, 00:50:00,0,0
486,11/5/23, 01:00:00,0,0
487,11/5/23, 01:10:00,0,0
488,11/5/23, 01:20:00,0,0
489,11/5/23, 01:30:00,0,0
490,11/5/23, 01:40:00,0,0
491,11/5/23, 01:50:00,0,0
492,11/5/23, 02:00:00,0,0
493,11/5/23, 02:10:00,0,0
494,11/5/23, 02:20:00,0,0
495,11/5/23, 02:30:00,0,0
496,11/5/23, 02:40:00,0,0
497,11/5/23, 02:50:00,0,0
498,11/5/23, 03:00:00,0,0
499,11/5/23, 03:10:00,0,0
500,11/5/23, 03:20:00,0,0
501,11/5/23, 03:30:00,0,0
502,11/5/23, 03:40:00,0,0
503,11/5/23, 03:50:00,0,0
504,11/5/23, 04:00:00,0,0
505,11/5/23, 04:10:00,0,0
506,11/5/23, 04:20:00,0,0
507,11/5/23, 04:30:00,0,0
508,11/5/23, 04:40:00,0,0
509,11/5/23, 04:50:00,0,0
510,11/5/23, 05:00:00,0,0
511,11/5/23, 05:10:00,0,0
512,11/5/23, 05:20:00,0,0
513,11/5/23, 05:30:00,0,0
514,11/5/23, 05:40:00,0,0
515,11/5/23, 05:50:00,2,0.1
516,11/5/23, 06:00:00,17,1.1
517,11/5/23, 06:10:00,42,2.8
518,11/5/23, 06:20:00,116,7.7
519,11/5/23, 06:30:00,252,16.7
520,11/5/23, 06:40:00,326,21.6
521,11/5/23, 06:50:00,147,9.7
522,11/5/23, 07:00:00,150,9.9
523,11/5/23, 07:10:00,372,24.6
524,11/5/23, 07:20:00,696,46.1
525,11/5/23, 07:30:00,578,38.3
526,11/5/23, 07:40:00,566,37.5
527,11/5/23, 07:50:00,469,31.1
528,11/5/23, 08:00:00,445,29.5
529,11/5/23, 08:10:00,344,22.8
530,11/5/23, 08:20:00,430,28.5
531,11/5/23, 08:30:00,526,34.8
532,11/5/23, 08:40:00,528,35
533,11/5/23, 08:50:00,574,38
534,11/5/23, 09:00:00,1092,72.3
535,11/5/23, 09:10:00,901,59.7
536,11/5/23, 09:20:00,612,40.5
537,11/5/23, 09:30:00,864,57.2
538,11/5/23, 09:40:00,1332,88.2
539,11/5/23, 09:50:00,1196,79.2
540,11/5/23, 10:00:00,735,48.7
541,11/5/23, 10:10:00,1203,79.7
542,11/5/23, 10:20:00,1393,92.2
543,11/5/23, 10:30:00,1389,92
544,11/5/23, 10:40:00,1351,89.5
545,11/5/23, 10:50:00,1324,87.7
546,11/5/23, 11:00:00,1144,75.7
547,11/5/23, 11:10:00,1297,85.9
548,11/5/23, 11:20:00,1727,114.4
549,11/5/23, 11:30:00,1779,117.8
550,11/5/23, 11:40:00,1830,121.2
551,11/5/23, 11:50:00,1882,124.6
552,11/5/23, 12:00:00,1597,105.7
553,11/5/23, 12:10:00,1630,107.9
554,11/5/23, 12:20:00,1723,114.1
555,11/5/23, 12:30:00,1431,94.8
556,11/5/23, 12:40:00,1904,126.1
557,11/5/23, 12:50:00,2204,145.9
558,11/5/23, 13:00:00,2253,149.2
559,11/5/23, 13:10:00,2317,153.4
560,11/5/23, 13:20:00,2516,166.6
561,11/5/23, 13:30:00,2616,173.2
562,11/5/23, 13:40:00,2487,164.7
563,11/5/23, 13:50:00,2663,176.3
564,11/5/23, 14:00:00,2428,160.8
565,11/5/23, 14:10:00,1797,119
566,11/5/23, 14:20:00,2154,142.6
567,11/5/23, 14:30:00,11533,763.7
568,11/5/23, 14:40:00,12008,795.1
569,11/5/23, 14:50:00,12565,832
570,11/5/23, 15:00:00,11443,757.7
571,11/5/23, 15:10:00,12017,795.7
572,11/5/23, 15:20:00,11651,771.5
573,11/5/23, 15:30:00,11323,749.8
574,11/5/23, 15:40:00,11210,742.3
575,11/5/23, 15:50:00,10862,719.2
576,11/5/23, 16:00:00,10268,679.9
577,11/5/23, 16:10:00,9807,649.4
578,11/5/23, 16:20:00,9578,634.2
579,11/5/23, 16:30:00,8966,593.7
580,11/5/23, 16:40:00,6350,420.5
581,11/5/23, 16:50:00,8174,541.2
582,11/5/23, 17:00:00,6043,400.1
583,11/5/23, 17:10:00,3958,262.1
584,11/5/23, 17:20:00,2447,162
585,11/5/23, 17:30:00,2669,176.7
586,11/5/23, 17:40:00,3362,222.6
587,11/5/23, 17:50:00,2219,146.9
588,11/5/23, 18:00:00,2335,154.6
589,11/5/23, 18:10:00,1354,89.7
590,11/5/23, 18:20:00,1281,84.8
591,11/5/23, 18:30:00,930,61.6
592,11/5/23, 18:40:00,800,53
593,11/5/23, 18:50:00,1135,75.2
594,11/5/23, 19:00:00,1143,75.7
595,11/5/23, 19:10:00,965,63.9
596,11/5/23, 19:20:00,754,49.9
597,11/5/23, 19:30:00,550,36.4
598,11/5/23, 19:40:00,364,24.1
599,11/5/23, 19:50:00,216,14.3
600,11/5/23, 20:00:00,112,7.4
601,11/5/23, 20:10:00,46,3
602,11/5/23, 20:20:00,18,1.2
603,11/5/23, 20:30:00,2,0.1
604,11/5/23, 20:40:00,0,0
605,11/5/23, 20:50:00,0,0
606,11/5/23, 21:00:00,0,0
607,11/5/23, 21:10:00,0,0
608,11/5/23, 21:20:00,0,0
609,11/5/23, 21:30:00,0,0
610,11/5/23, 21:40:00,0,0
611,11/5/23, 21:50:00,0,0
612,11/5/23, 22:00:00,0,0
613,11/5/23, 22:10:00,0,0
614,11/5/23, 22:20:00,0,0
615,11/5/23, 22:30:00,0,0
616,11/5/23, 22:40:00,0,0
617,11/5/23, 22:50:00,0,0
618,11/5/23, 23:00:00,0,0
619,11/5/23, 23:10:00,0,0
620,11/5/23, 23:20:00,0,0
621,11/5/23, 23:30:00,0,0
622,11/5/23, 23:40:00,0,0
623,11/5/23, 23:50:00,0,0
624,11/5/23, 24:00:00,0,0
625,12/5/23, 00:10:00,0,0
626,12/5/23, 00:20:00,0,0
627,12/5/23, 00:30:00,0,0
628,12/5/23, 00:40:00,0,0
629,12/5/23, 00:50:00,0,0
630,12/5/23, 01:00:00,0,0
631,12/5/23, 01:10:00,0,0
632,12/5/23, 01:20:00,0,0
633,12/5/23, 01:30:00,0,0
634,12/5/23, 01:40:00,0,0
635,12/5/23, 01:50:00,0,0
636,12/5/23, 02:00:00,0,0
637,12/5/23, 02:10:00,0,0
638,12/5/23, 02:20:00,0,0
639,12/5/23, 02:30:00,0,0
640,12/5/23, 02:40:00,0,0
641,12/5/23, 02:50:00,0,0
642,12/5/23, 03:00:00,0,0
643,12/5/23, 03:10:00,0,0
644,12/5/23, 03:20:00,0,0
645,12/5/23, 03:30:00,0,0
646,12/5/23, 03:40:00,0,0
647,12/5/23, 03:50:00,0,0
648,12/5/23, 04:00:00,0,0
649,12/5/23, 04:10:00,0,0
650,12/5/23, 04:20:00,0,0
651,12/5/23, 04:30:00,0,0
652,12/5/23, 04:40:00,0,0
653,12/5/23, 04:50:00,0,0
654,12/5/23, 05:00:00,0,0
655,12/5/23, 05:10:00,0,0
656,12/5/23, 05:20:00,0,0
657,12/5/23, 05:30:00,0,0
658,12/5/23, 05:40:00,0,0
659,12/5/23, 05:50:00,2,0.1
660,12/5/23, 06:00:00,12,0.8
661,12/5/23, 06:10:00,30,2
662,12/5/23, 06:20:00,58,3.8
663,12/5/23, 06:30:00,92,6.1
664,12/5/23, 06:40:00,134,8.9
665,12/5/23, 06:50:00,211,14
666,12/5/23, 07:00:00,226,15
667,12/5/23, 07:10:00,333,22
668,12/5/23, 07:20:00,365,24.2
669,12/5/23, 07:30:00,500,33.1
670,12/5/23, 07:40:00,408,27
671,12/5/23, 07:50:00,536,35.5
672,12/5/23, 08:00:00,734,48.6
673,12/5/23, 08:10:00,721,47.7
674,12/5/23, 08:20:00,784,51.9
675,12/5/23, 08:30:00,894,59.2
676,12/5/23, 08:40:00,1139,75.4
677,12/5/23, 08:50:00,1050,69.5
678,12/5/23, 09:00:00,1027,68
679,12/5/23, 09:10:00,882,58.4
680,12/5/23, 09:20:00,998,66.1
681,12/5/23, 09:30:00,847,56.1
682,12/5/23, 09:40:00,250,16.6
683,12/5/23, 09:50:00,195,12.9
684,12/5/23, 10:00:00,372,24.6
685,12/5/23, 10:10:00,571,37.8
686,12/5/23, 10:20:00,1320,87.4
687,12/5/23, 10:30:00,1717,113.7
688,12/5/23, 10:40:00,1395,92.4
