Site Name ,SANT-ANGELO-2M
Site Number ,4
Logger ,Integrating Light Sensor
Logger Serial Number ,13341


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

594,17/09/2023 , 14:30:00,5205,304.07
595,17/09/2023 , 14:45:00,8249,481.89
596,17/09/2023 , 15:00:00,7802,455.78
597,17/09/2023 , 15:15:00,4684,273.63
598,17/09/2023 , 15:30:00,3797,221.81
599,17/09/2023 , 15:45:00,4645,271.35
600,17/09/2023 , 16:00:00,3906,228.18
601,17/09/2023 , 16:15:00,3835,224.03
602,17/09/2023 , 16:30:00,4178,244.07
603,17/09/2023 , 16:45:00,3519,205.57
604,17/09/2023 , 17:00:00,3701,216.2
605,17/09/2023 , 17:15:00,2106,123.03
606,17/09/2023 , 17:30:00,1613,94.23
607,17/09/2023 , 17:45:00,1561,91.19
608,17/09/2023 , 18:00:00,1773,103.57
609,17/09/2023 , 18:15:00,1465,85.58
610,17/09/2023 , 18:30:00,935,54.62
611,17/09/2023 , 18:45:00,627,36.63
612,17/09/2023 , 19:00:00,279,16.3
613,17/09/2023 , 19:15:00,93,5.43
614,17/09/2023 , 19:30:00,11,0.64
615,17/09/2023 , 19:45:00,0,0
616,17/09/2023 , 20:00:00,0,0
617,17/09/2023 , 20:15:00,0,0
618,17/09/2023 , 20:30:00,0,0
619,17/09/2023 , 20:45:00,0,0
620,17/09/2023 , 21:00:00,0,0
621,17/09/2023 , 21:15:00,0,0
622,17/09/2023 , 21:30:00,0,0
623,17/09/2023 , 21:45:00,0,0
624,17/09/2023 , 22:00:00,0,0
625,17/09/2023 , 22:15:00,0,0
626,17/09/2023 , 22:30:00,0,0
627,17/09/2023 , 22:45:00,0,0
628,17/09/2023 , 23:00:00,0,0
629,17/09/2023 , 23:15:00,0,0
630,17/09/2023 , 23:30:00,0,0
631,17/09/2023 , 23:45:00,0,0
632,17/09/2023 , 24:00:00,0,0
633,18/09/2023 , 00:15:00,0,0
634,18/09/2023 , 00:30:00,0,0
635,18/09/2023 , 00:45:00,0,0
636,18/09/2023 , 01:00:00,0,0
637,18/09/2023 , 01:15:00,0,0
638,18/09/2023 , 01:30:00,0,0
639,18/09/2023 , 01:45:00,0,0
640,18/09/2023 , 02:00:00,0,0
641,18/09/2023 , 02:15:00,0,0
642,18/09/2023 , 02:30:00,0,0
643,18/09/2023 , 02:45:00,0,0
644,18/09/2023 , 03:00:00,0,0
645,18/09/2023 , 03:15:00,0,0
646,18/09/2023 , 03:30:00,0,0
647,18/09/2023 , 03:45:00,0,0
648,18/09/2023 , 04:00:00,0,0
649,18/09/2023 , 04:15:00,0,0
650,18/09/2023 , 04:30:00,0,0
651,18/09/2023 , 04:45:00,0,0
652,18/09/2023 , 05:00:00,0,0
653,18/09/2023 , 05:15:00,0,0
654,18/09/2023 , 05:30:00,0,0
655,18/09/2023 , 05:45:00,0,0
656,18/09/2023 , 06:00:00,0,0
657,18/09/2023 , 06:15:00,0,0
658,18/09/2023 , 06:30:00,0,0
659,18/09/2023 , 06:45:00,6,0.35
660,18/09/2023 , 07:00:00,68,3.97
661,18/09/2023 , 07:15:00,162,9.46
662,18/09/2023 , 07:30:00,289,16.88
663,18/09/2023 , 07:45:00,414,24.19
664,18/09/2023 , 08:00:00,549,32.07
665,18/09/2023 , 08:15:00,640,37.39
666,18/09/2023 , 08:30:00,596,34.82
667,18/09/2023 , 08:45:00,683,39.9
668,18/09/2023 , 09:00:00,858,50.12
669,18/09/2023 , 09:15:00,958,55.96
670,18/09/2023 , 09:30:00,991,57.89
671,18/09/2023 , 09:45:00,1055,61.63
672,18/09/2023 , 10:00:00,1247,72.85
673,18/09/2023 , 10:15:00,1398,81.67
674,18/09/2023 , 10:30:00,1683,98.32
675,18/09/2023 , 10:45:00,4017,234.66
676,18/09/2023 , 11:00:00,6302,368.15
677,18/09/2023 , 11:15:00,7041,411.32
678,18/09/2023 , 11:30:00,7101,414.83
679,18/09/2023 , 11:45:00,6797,397.07
680,18/09/2023 , 12:00:00,7385,431.42
681,18/09/2023 , 12:15:00,7712,450.52
682,18/09/2023 , 12:30:00,7529,439.83
683,18/09/2023 , 12:45:00,7210,421.19
684,18/09/2023 , 13:00:00,7922,462.79
685,18/09/2023 , 13:15:00,8254,482.18
686,18/09/2023 , 13:30:00,8667,506.31
687,18/09/2023 , 13:45:00,8282,483.82
688,18/09/2023 , 14:00:00,7206,420.96
689,18/09/2023 , 14:15:00,7145,417.4
690,18/09/2023 , 14:30:00,7703,449.99
691,18/09/2023 , 14:45:00,7126,416.29
692,18/09/2023 , 15:00:00,6191,361.67
693,18/09/2023 , 15:15:00,6930,404.84
694,18/09/2023 , 15:30:00,6392,373.41
695,18/09/2023 , 15:45:00,5966,348.52
696,18/09/2023 , 16:00:00,4204,245.59
697,18/09/2023 , 16:15:00,2574,150.37
698,18/09/2023 , 16:30:00,2771,161.88
699,18/09/2023 , 16:45:00,1958,114.38
700,18/09/2023 , 17:00:00,2116,123.61
701,18/09/2023 , 17:15:00,3011,175.9
702,18/09/2023 , 17:30:00,1816,106.09
703,18/09/2023 , 17:45:00,1410,82.37
704,18/09/2023 , 18:00:00,1026,59.94
705,18/09/2023 , 18:15:00,801,46.79
706,18/09/2023 , 18:30:00,524,30.61
707,18/09/2023 , 18:45:00,289,16.88
708,18/09/2023 , 19:00:00,156,9.11
709,18/09/2023 , 19:15:00,32,1.87
710,18/09/2023 , 19:30:00,0,0
711,18/09/2023 , 19:45:00,0,0
712,18/09/2023 , 20:00:00,0,0
713,18/09/2023 , 20:15:00,0,0
714,18/09/2023 , 20:30:00,0,0
715,18/09/2023 , 20:45:00,0,0
716,18/09/2023 , 21:00:00,0,0
717,18/09/2023 , 21:15:00,0,0
718,18/09/2023 , 21:30:00,0,0
719,18/09/2023 , 21:45:00,0,0
720,18/09/2023 , 22:00:00,0,0
721,18/09/2023 , 22:15:00,0,0
722,18/09/2023 , 22:30:00,0,0
723,18/09/2023 , 22:45:00,0,0
724,18/09/2023 , 23:00:00,0,0
725,18/09/2023 , 23:15:00,0,0
726,18/09/2023 , 23:30:00,0,0
727,18/09/2023 , 23:45:00,0,0
728,18/09/2023 , 24:00:00,0,0
729,19/09/2023 , 00:15:00,0,0
730,19/09/2023 , 00:30:00,0,0
731,19/09/2023 , 00:45:00,0,0
732,19/09/2023 , 01:00:00,0,0
733,19/09/2023 , 01:15:00,0,0
734,19/09/2023 , 01:30:00,0,0
735,19/09/2023 , 01:45:00,0,0
736,19/09/2023 , 02:00:00,0,0
737,19/09/2023 , 02:15:00,0,0
738,19/09/2023 , 02:30:00,0,0
739,19/09/2023 , 02:45:00,0,0
740,19/09/2023 , 03:00:00,0,0
741,19/09/2023 , 03:15:00,0,0
742,19/09/2023 , 03:30:00,0,0
743,19/09/2023 , 03:45:00,0,0
744,19/09/2023 , 04:00:00,0,0
745,19/09/2023 , 04:15:00,0,0
746,19/09/2023 , 04:30:00,0,0
747,19/09/2023 , 04:45:00,0,0
748,19/09/2023 , 05:00:00,0,0
749,19/09/2023 , 05:15:00,0,0
750,19/09/2023 , 05:30:00,0,0
751,19/09/2023 , 05:45:00,0,0
752,19/09/2023 , 06:00:00,0,0
753,19/09/2023 , 06:15:00,0,0
754,19/09/2023 , 06:30:00,0,0
755,19/09/2023 , 06:45:00,4,0.23
756,19/09/2023 , 07:00:00,56,3.27
757,19/09/2023 , 07:15:00,182,10.63
758,19/09/2023 , 07:30:00,325,18.99
759,19/09/2023 , 07:45:00,494,28.86
760,19/09/2023 , 08:00:00,634,37.04
761,19/09/2023 , 08:15:00,704,41.13
762,19/09/2023 , 08:30:00,796,46.5
763,19/09/2023 , 08:45:00,977,57.07
764,19/09/2023 , 09:00:00,1160,67.76
765,19/09/2023 , 09:15:00,1314,76.76
766,19/09/2023 , 09:30:00,1456,85.06
767,19/09/2023 , 09:45:00,1495,87.33
768,19/09/2023 , 10:00:00,1795,104.86
769,19/09/2023 , 10:15:00,2322,135.65
770,19/09/2023 , 10:30:00,2035,118.88
771,19/09/2023 , 10:45:00,2908,169.88
772,19/09/2023 , 11:00:00,4588,268.02
773,19/09/2023 , 11:15:00,5986,349.69
774,19/09/2023 , 11:30:00,6549,382.58
775,19/09/2023 , 11:45:00,6984,407.99
776,19/09/2023 , 12:00:00,7064,412.66
777,19/09/2023 , 12:15:00,7533,440.06
778,19/09/2023 , 12:30:00,7549,441
779,19/09/2023 , 12:45:00,7123,416.11
780,19/09/2023 , 13:00:00,6137,358.51
781,19/09/2023 , 13:15:00,7873,459.92
782,19/09/2023 , 13:30:00,8204,479.26
783,19/09/2023 , 13:45:00,8165,476.98
784,19/09/2023 , 14:00:00,7892,461.03
785,19/09/2023 , 14:15:00,7830,457.41
786,19/09/2023 , 14:30:00,6953,406.18
787,19/09/2023 , 14:45:00,7270,424.7
788,19/09/2023 , 15:00:00,7188,419.91
789,19/09/2023 , 15:15:00,6520,380.88
790,19/09/2023 , 15:30:00,6081,355.24
791,19/09/2023 , 15:45:00,4857,283.74
792,19/09/2023 , 16:00:00,3913,228.59
793,19/09/2023 , 16:15:00,3416,199.56
794,19/09/2023 , 16:30:00,3592,209.84
795,19/09/2023 , 16:45:00,3814,222.81
796,19/09/2023 , 17:00:00,3501,204.52
797,19/09/2023 , 17:15:00,3095,180.8
798,19/09/2023 , 17:30:00,2534,148.03
799,19/09/2023 , 17:45:00,1850,108.07
800,19/09/2023 , 18:00:00,930,54.33
801,19/09/2023 , 18:15:00,648,37.85
802,19/09/2023 , 18:30:00,552,32.25
803,19/09/2023 , 18:45:00,207,12.09
804,19/09/2023 , 19:00:00,115,6.72
805,19/09/2023 , 19:15:00,21,1.23
806,19/09/2023 , 19:30:00,1,0.06
807,19/09/2023 , 19:45:00,0,0
808,19/09/2023 , 20:00:00,0,0
809,19/09/2023 , 20:15:00,0,0
810,19/09/2023 , 20:30:00,0,0
811,19/09/2023 , 20:45:00,0,0
812,19/09/2023 , 21:00:00,0,0
813,19/09/2023 , 21:15:00,0,0
814,19/09/2023 , 21:30:00,0,0
815,19/09/2023 , 21:45:00,0,0
816,19/09/2023 , 22:00:00,0,0
817,19/09/2023 , 22:15:00,0,0
818,19/09/2023 , 22:30:00,0,0
819,19/09/2023 , 22:45:00,0,0
820,19/09/2023 , 23:00:00,0,0
821,19/09/2023 , 23:15:00,0,0
822,19/09/2023 , 23:30:00,0,0
823,19/09/2023 , 23:45:00,0,0
824,19/09/2023 , 24:00:00,0,0
825,20/09/2023 , 00:15:00,0,0
826,20/09/2023 , 00:30:00,0,0
827,20/09/2023 , 00:45:00,0,0
828,20/09/2023 , 01:00:00,0,0
829,20/09/2023 , 01:15:00,0,0
830,20/09/2023 , 01:30:00,0,0
831,20/09/2023 , 01:45:00,0,0
832,20/09/2023 , 02:00:00,0,0
833,20/09/2023 , 02:15:00,0,0
834,20/09/2023 , 02:30:00,0,0
835,20/09/2023 , 02:45:00,0,0
836,20/09/2023 , 03:00:00,0,0
837,20/09/2023 , 03:15:00,0,0
838,20/09/2023 , 03:30:00,0,0
839,20/09/2023 , 03:45:00,0,0
840,20/09/2023 , 04:00:00,0,0
841,20/09/2023 , 04:15:00,0,0
842,20/09/2023 , 04:30:00,0,0
843,20/09/2023 , 04:45:00,0,0
844,20/09/2023 , 05:00:00,0,0
845,20/09/2023 , 05:15:00,0,0
846,20/09/2023 , 05:30:00,0,0
847,20/09/2023 , 05:45:00,0,0
848,20/09/2023 , 06:00:00,0,0
849,20/09/2023 , 06:15:00,0,0
850,20/09/2023 , 06:30:00,0,0
851,20/09/2023 , 06:45:00,1,0.06
852,20/09/2023 , 07:00:00,26,1.52
853,20/09/2023 , 07:15:00,108,6.31
854,20/09/2023 , 07:30:00,248,14.49
855,20/09/2023 , 07:45:00,375,21.91
856,20/09/2023 , 08:00:00,706,41.24
857,20/09/2023 , 08:15:00,891,52.05
858,20/09/2023 , 08:30:00,762,44.51
859,20/09/2023 , 08:45:00,886,51.76
860,20/09/2023 , 09:00:00,969,56.61
861,20/09/2023 , 09:15:00,1186,69.28
862,20/09/2023 , 09:30:00,1315,76.82
863,20/09/2023 , 09:45:00,2039,119.11
864,20/09/2023 , 10:00:00,334,19.51
865,20/09/2023 , 10:15:00,91,5.32
866,20/09/2023 , 10:30:00,117,6.83
