Time (sec),  BV (Volts),  T (deg C),  DO (mg/l),  Q ()
1685000100,+3.49,+22.573, +8.150,+0.960
1685000160,+3.49,+22.816, +8.105,+0.960
1685000220,+3.48,+22.967, +8.087,+0.960
1685000280,+3.48,+23.059, +8.077,+0.960
1685000340,+3.48,+23.109, +8.078,+0.960
1685000400,+3.48,+23.134, +8.073,+0.960
1685000460,+3.48,+23.126, +8.075,+0.959
1685000520,+3.48,+23.134, +8.075,+0.960
1685000580,+3.48,+23.142, +8.077,+0.960
1685000640,+3.48,+23.126, +8.073,+0.960
1685000700,+3.48,+23.101, +8.083,+0.960
1685000760,+3.48,+23.084, +8.088,+0.960
1685000820,+3.49,+22.816, +8.106,+0.957
1685000880,+3.48,+21.954, +8.469,+0.958
1685000940,+3.49,+21.552, +8.669,+0.959
1685001000,+3.49,+21.343, +8.744,+0.959
1685001060,+3.49,+21.134, +8.792,+0.960
1685001120,+3.48,+21.000, +8.847,+0.960
1685001180,+3.49,+20.933, +8.871,+0.960
1685001240,+3.49,+20.858, +8.885,+0.960
1685001300,+3.49,+20.808, +8.899,+0.960
1685001360,+3.49,+20.783, +8.896,+0.960
1685001420,+3.49,+20.732, +8.901,+0.960
1685001480,+3.49,+20.691, +8.909,+0.961
1685001540,+3.49,+20.649, +8.907,+0.960
1685001600,+3.49,+20.599, +8.886,+0.960
1685001660,+3.49,+20.532, +8.909,+0.960
1685001720,+3.49,+20.481, +8.930,+0.960
1685001780,+3.49,+20.431, +8.955,+0.960
1685001840,+3.49,+20.414, +8.951,+0.960
1685001900,+3.49,+20.364, +8.967,+0.961
1685001960,+3.49,+20.356, +8.961,+0.960
1685002020,+3.49,+20.347, +9.011,+0.960
1685002080,+3.49,+20.364, +9.013,+0.960
1685002140,+3.49,+20.381, +9.036,+0.961
1685002200,+3.49,+20.389, +9.043,+0.961
1685002260,+3.49,+20.389, +9.040,+0.960
1685002320,+3.49,+20.406, +9.037,+0.960
1685002380,+3.49,+20.414, +9.031,+0.960
1685002440,+3.49,+20.423, +9.044,+0.961
1685002500,+3.49,+20.423, +9.046,+0.961
1685002560,+3.49,+20.456, +9.040,+0.960
1685002620,+3.49,+20.439, +9.053,+0.961
1685002680,+3.49,+20.456, +9.054,+0.961
1685002740,+3.49,+20.465, +9.053,+0.960
1685002800,+3.49,+20.439, +9.050,+0.961
1685002860,+3.49,+20.439, +8.992,+0.960
1685002920,+3.49,+20.423, +8.986,+0.960
1685002980,+3.49,+20.448, +8.948,+0.960
1685003040,+3.49,+20.456, +8.940,+0.961
1685003100,+3.49,+20.439, +8.922,+0.961
1685003160,+3.49,+20.448, +8.892,+0.961
1685003220,+3.49,+20.456, +8.857,+0.960
1685003280,+3.49,+20.448, +8.824,+0.960
1685003340,+3.49,+20.465, +8.793,+0.960
1685003400,+3.49,+20.465, +8.793,+0.961
1685003460,+3.49,+20.473, +8.776,+0.960
1685003520,+3.49,+20.490, +8.781,+0.961
1685003580,+3.49,+20.473, +8.785,+0.960
1685003640,+3.49,+20.481, +8.781,+0.960
