Date / Time;24/05/2023 16:03;;;;;
User name;Administrator;;;;;
Method ID;U8000;;;;;
;;;;;;
Loop;1 of 1;;;;;
Sample;1 of 1;;;;;
;;;;;;
ID 1;TILE4c;;;;;
Sample size;50;mL;;;;
Density;1;g/mL;;;;
Correction factor;1;;;;;
;;;;;;
R1;Consumption;NaN;mL;;;
R2;Consumption;NaN;mL;;;
;;;;;;
Table of measured values Titration (EQP) [1];;;;;;
Volume;Meas. value;1.Derivative;Time;Temperature;dV;dE
mL;mV;mV/mL;s;°C;mL;mV
0;3.2;NaN;0;19.9;NaN;NaN
1.5;197.2;NaN;49;19.7;1.5;194
1.525;200.7;NaN;265;19.1;0.025;3.5
1.55;204.2;NaN;283;19.1;0.025;3.5
1.575;207.3;NaN;299;19;0.025;3.1
1.6;209.9;108.5;314;19;0.025;2.6
1.625;212.5;95.29;329;19;0.025;2.6
1.65;214.8;86.12;346;19;0.025;2.3
1.675;216.8;79.82;363;19;0.025;2
1.7;218.7;74.1;378;18.9;0.025;1.9
1.725;220.5;68.65;393;18.9;0.025;1.8
1.75;222.2;64.5;408;18.9;0.025;1.7
1.775;223.8;60.73;423;18.9;0.025;1.6
1.8;225.2;56.91;438;18.9;0.025;1.4
1.825;226.6;54.17;454;18.9;0.025;1.4
1.85;227.9;NaN;469;18.9;0.025;1.3
1.875;229.2;NaN;484;18.9;0.025;1.3
1.9;230.4;NaN;499;18.8;0.025;1.2
1.925;231.6;NaN;514;18.8;0.025;1.2
1.95;232.6;NaN;530;18.8;0.025;1
