Date / Time;26/05/2023 10:35;;;;;
User name;Administrator;;;;;
Method ID;U8000;;;;;
;;;;;;
Loop;1 of 1;;;;;
Sample;1 of 1;;;;;
;;;;;;
ID 1;TILE3b;;;;;
Sample size;50;mL;;;;
Density;1.0;g/mL;;;;
Correction factor;1.0;;;;;
;;;;;;
R1;Consumption;NaN;mL;;;
R2;Consumption;NaN;mL;;;
;;;;;;
Table of measured values Titration (EQP) [1];;;;;;
Volume;Meas. value;1.Derivative;Time;Temperature;dV;dE
mL;mV;mV/mL;s;°C;mL;mV
0.000;-45.1;NaN;0;19.6;NaN;NaN
1.500;214.2;NaN;77;19.4;1.500;259.3
1.525;216.9;NaN;293;19.0;0.025;2.7
1.550;218.9;NaN;308;18.9;0.025;2.0
1.575;220.8;NaN;323;18.9;0.025;1.9
1.600;222.5;70.54;338;18.9;0.025;1.7
1.625;224.1;62.13;353;18.9;0.025;1.6
1.650;225.7;59.99;368;18.9;0.025;1.6
1.675;227.2;NaN;384;18.9;0.025;1.5
1.700;228.5;NaN;399;18.9;0.025;1.3
1.725;229.8;NaN;414;18.9;0.025;1.3
1.750;231.1;NaN;429;18.9;0.025;1.3
1.775;232.2;NaN;444;18.9;0.025;1.1
