Date / Time;25/05/2023 19:35;;;;;
User name;Administrator;;;;;
Method ID;U8000;;;;;
;;;;;;
Loop;1 of 1;;;;;
Sample;1 of 1;;;;;
;;;;;;
ID 1;TILE2b;;;;;
Sample size;50;mL;;;;
Density;1;g/mL;;;;
Correction factor;1;;;;;
;;;;;;
R1;Consumption;NaN;mL;;;
R2;Consumption;NaN;mL;;;
;;;;;;
Table of measured values Titration (EQP) [1];;;;;;
Volume;Meas. value;1.Derivative;Time;Temperature;dV;dE
mL;mV;mV/mL;s;°C;mL;mV
0;-49.4;NaN;0;20;NaN;NaN
1.5;201.8;NaN;58;19.8;1.5;251.2
1.525;204.9;NaN;274;19.2;0.025;3.1
1.55;207.7;NaN;289;19.1;0.025;2.8
1.575;210.3;NaN;304;19.1;0.025;2.6
1.6;212.8;94.06;319;19.1;0.025;2.5
1.625;214.9;84.19;334;19.1;0.025;2.1
1.65;216.9;77.94;349;19;0.025;2
1.675;218.9;72.26;365;19;0.025;2
1.7;220.5;67.63;380;19;0.025;1.6
1.725;222.2;64.01;395;19;0.025;1.7
1.75;223.8;60.15;410;19;0.025;1.6
1.775;225.2;56.28;425;19;0.025;1.4
1.8;226.6;NaN;440;19;0.025;1.4
1.825;227.9;NaN;456;18.9;0.025;1.3
1.85;229.1;NaN;471;18.9;0.025;1.2
1.875;230.2;NaN;486;18.9;0.025;1.1
1.9;231.4;NaN;501;18.9;0.025;1.2
