Date / Time;24/05/2023 18:05;;;;;
User name;Administrator;;;;;
Method ID;U8000;;;;;
;;;;;;
Loop;1 of 1;;;;;
Sample;1 of 1;;;;;
;;;;;;
ID 1;BLANK2c;;;;;
Sample size;50;mL;;;;
Density;1;g/mL;;;;
Correction factor;1;;;;;
;;;;;;
R1;Consumption;NaN;mL;;;
R2;Consumption;NaN;mL;;;
;;;;;;
Table of measured values Titration (EQP) [1];;;;;;
Volume;Meas. value;1.Derivative;Time;Temperature;dV;dE
mL;mV;mV/mL;s;°C;mL;mV
0;-46.7;NaN;0;18.8;NaN;NaN
1.5;202.1;NaN;51;18.9;1.5;248.8
1.525;205.4;NaN;267;18.8;0.025;3.3
1.55;208.3;NaN;282;18.8;0.025;2.9
1.575;211;NaN;297;18.8;0.025;2.7
1.6;213.4;94.7;314;18.8;0.025;2.4
1.625;215.5;82.37;329;18.8;0.025;2.1
1.65;217.5;75.81;344;18.8;0.025;2
1.675;219.3;70.82;359;18.8;0.025;1.8
1.7;221;66.91;374;18.8;0.025;1.7
1.725;222.7;63.35;390;18.8;0.025;1.7
1.75;224.2;59.53;405;18.8;0.025;1.5
1.775;225.7;56.17;420;18.8;0.025;1.5
1.8;227;52.97;435;18.8;0.025;1.3
1.825;228.3;NaN;450;18.8;0.025;1.3
1.85;229.5;NaN;465;18.8;0.025;1.2
1.875;230.7;NaN;480;18.8;0.025;1.2
1.9;231.8;NaN;496;18.8;0.025;1.1
1.925;232.8;NaN;511;18.8;0.025;1
