Date / Time;26/05/2023 11:44;;;;;
User name;Administrator;;;;;
Method ID;U8000;;;;;
;;;;;;
Loop;1 of 1;;;;;
Sample;1 of 1;;;;;
;;;;;;
ID 1;TILE4c;;;;;
Sample size;50;mL;;;;
Density;1.0;g/mL;;;;
Correction factor;1.0;;;;;
;;;;;;
R1;Consumption;NaN;mL;;;
R2;Consumption;NaN;mL;;;
;;;;;;
Table of measured values Titration (EQP) [1];;;;;;
Volume;Meas. value;1.Derivative;Time;Temperature;dV;dE
mL;mV;mV/mL;s;°C;mL;mV
0.000;-50.0;NaN;0;20.1;NaN;NaN
1.500;213.5;NaN;58;19.8;1.500;263.5
1.525;215.9;NaN;275;19.1;0.025;2.4
1.550;218.0;NaN;292;19.1;0.025;2.1
1.575;219.9;NaN;308;19.1;0.025;1.9
1.600;221.6;71.15;323;19.1;0.025;1.7
1.625;223.4;64.49;339;19.0;0.025;1.8
1.650;224.9;61.30;355;19.0;0.025;1.5
1.675;226.4;57.94;370;19.0;0.025;1.5
1.700;227.8;NaN;385;19.0;0.025;1.4
1.725;229.2;NaN;400;19.0;0.025;1.4
1.750;230.4;NaN;415;18.9;0.025;1.2
1.775;231.6;NaN;430;18.9;0.025;1.2
1.800;232.8;NaN;446;18.9;0.025;1.2
