Date / Time;24/05/2023 13:02;;;;;
User name;Administrator;;;;;
Method ID;U8000;;;;;
;;;;;;
Loop;1 of 1;;;;;
Sample;1 of 1;;;;;
;;;;;;
ID 1;TILE1c;;;;;
Sample size;50;mL;;;;
Density;1;g/mL;;;;
Correction factor;1;;;;;
;;;;;;
R1;Consumption;NaN;mL;;;
R2;Consumption;NaN;mL;;;
;;;;;;
Table of measured values Titration (EQP) [1];;;;;;
Volume;Meas. value;1.Derivative;Time;Temperature;dV;dE
mL;mV;mV/mL;s;°C;mL;mV
0;17.5;NaN;0;18.7;NaN;NaN
1.5;132.4;NaN;44;18.8;1.5;114.9
1.525;136.3;NaN;262;18.7;0.025;3.9
1.55;144.1;NaN;281;18.7;0.025;7.8
1.575;152.8;NaN;304;18.7;0.025;8.7
1.6;162.5;314.58;325;18.7;0.025;9.7
1.625;172;346.22;344;18.7;0.025;9.5
1.65;179.6;298.26;364;18.7;0.025;7.6
1.675;186.3;249.63;387;18.7;0.025;6.7
1.7;191.8;204.15;404;18.7;0.025;5.5
1.725;196.3;170.66;422;18.7;0.025;4.5
1.75;200.3;147.83;437;18.7;0.025;4
1.775;203.8;129.02;452;18.7;0.025;3.5
1.8;206.8;115.47;468;18.7;0.025;3
1.825;209.6;104.07;483;18.7;0.025;2.8
1.85;212.1;94.06;498;18.7;0.025;2.5
1.875;214.3;86.14;513;18.7;0.025;2.2
1.9;216.4;79.87;528;18.7;0.025;2.1
1.925;218.3;74.03;544;18.7;0.025;1.9
1.95;220.1;69.06;559;18.7;0.025;1.8
1.975;221.8;64.96;574;18.7;0.025;1.7
2;223.4;NaN;589;18.7;0.025;1.6
2.025;224.8;NaN;604;18.7;0.025;1.4
2.05;226.2;NaN;619;18.7;0.025;1.4
2.075;227.6;NaN;635;18.7;0.025;1.4
2.1;228.8;NaN;650;18.7;0.025;1.2
