Date / Time;24/05/2023 10:26;;;;;
User name;Administrator;;;;;
Method ID;U8000;;;;;
;;;;;;
Loop;1 of 1;;;;;
Sample;1 of 1;;;;;
;;;;;;
ID 1;BLANK1b;;;;;
Sample size;50;mL;;;;
Density;1;g/mL;;;;
Correction factor;1;;;;;
;;;;;;
R1;Consumption;NaN;mL;;;
R2;Consumption;NaN;mL;;;
;;;;;;
Table of measured values Titration (EQP) [1];;;;;;
Volume;Meas. value;1.Derivative;Time;Temperature;dV;dE
mL;mV;mV/mL;s;°C;mL;mV
0;52.6;NaN;0;19.3;NaN;NaN
1.5;199.9;NaN;66;19.1;1.5;147.3
1.525;203.2;NaN;284;18.7;0.025;3.3
1.55;206.2;NaN;300;18.7;0.025;3
1.575;209.3;NaN;318;18.7;0.025;3.1
1.6;211.7;101.98;333;18.7;0.025;2.4
1.625;214.1;90.69;348;18.7;0.025;2.4
1.65;216.3;83.27;366;18.6;0.025;2.2
1.675;218.3;77.19;382;18.6;0.025;2
1.7;220.1;72.73;399;18.6;0.025;1.8
1.725;221.9;67.75;414;18.6;0.025;1.8
1.75;223.6;63.53;433;18.6;0.025;1.7
1.775;225.1;59.07;449;18.6;0.025;1.5
1.8;226.5;55.36;464;18.6;0.025;1.4
1.825;227.9;NaN;479;18.6;0.025;1.4
1.85;229.1;NaN;494;18.6;0.025;1.2
1.875;230.3;NaN;509;18.6;0.025;1.2
1.9;231.6;NaN;524;18.6;0.025;1.3
1.925;232.7;NaN;540;18.6;0.025;1.1
